Predicted Date,Type of Error
2019-04-25 05:43:42.085131-05:00,DB Error
2019-04-25 05:43:42.611128-05:00,Gcm notification Exception
2019-04-25 05:43:42.928175-05:00,DB Error
2019-04-25 05:43:43.328152-05:00,Gcm notification Exception
2019-04-25 05:43:43.771359-05:00,DB Error
2019-04-25 05:43:43.845070-05:00,APIs Error Request
2019-04-25 05:43:44.045188-05:00,Gcm notification Exception
2019-04-25 05:43:44.614403-05:00,DB Error
2019-04-25 05:43:44.762233-05:00,Gcm notification Exception
2019-04-25 05:43:45.457586-05:00,DB Error
2019-04-25 05:43:45.479290-05:00,Gcm notification Exception
2019-04-25 05:43:46.091539-05:00,APIs Error Request
2019-04-25 05:43:46.196357-05:00,Gcm notification Exception
2019-04-25 05:43:46.300632-05:00,DB Error
2019-04-25 05:43:46.913435-05:00,Gcm notification Exception
2019-04-25 05:43:47.143814-05:00,DB Error
2019-04-25 05:43:47.630523-05:00,Gcm notification Exception
2019-04-25 05:43:47.986860-05:00,DB Error
2019-04-25 05:43:48.338100-05:00,APIs Error Request
2019-04-25 05:43:48.347622-05:00,Gcm notification Exception
2019-04-25 05:43:48.830042-05:00,DB Error
2019-04-25 05:43:49.064731-05:00,Gcm notification Exception
2019-04-25 05:43:49.673089-05:00,DB Error
2019-04-25 05:43:49.781851-05:00,Gcm notification Exception
2019-04-25 05:43:50.498982-05:00,Gcm notification Exception
2019-04-25 05:43:50.516270-05:00,DB Error
2019-04-25 05:43:50.584752-05:00,APIs Error Request
2019-04-25 05:43:51.216124-05:00,Gcm notification Exception
2019-04-25 05:43:51.359318-05:00,DB Error
2019-04-25 05:43:51.933276-05:00,Gcm notification Exception
2019-04-25 05:43:52.202498-05:00,DB Error
2019-04-25 05:43:52.650439-05:00,Gcm notification Exception
2019-04-25 05:43:52.831495-05:00,APIs Error Request
2019-04-25 05:43:53.045546-05:00,DB Error
2019-04-25 05:43:53.367612-05:00,Gcm notification Exception
2019-04-25 05:43:53.888726-05:00,DB Error
2019-04-25 05:43:54.084796-05:00,Gcm notification Exception
2019-04-25 05:43:54.731775-05:00,DB Error
2019-04-25 05:43:54.801990-05:00,Gcm notification Exception
2019-04-25 05:43:55.078330-05:00,APIs Error Request
2019-04-25 05:43:55.519196-05:00,Gcm notification Exception
2019-04-25 05:43:55.574953-05:00,DB Error
2019-04-25 05:43:56.236411-05:00,Gcm notification Exception
2019-04-25 05:43:56.418003-05:00,DB Error
2019-04-25 05:43:56.953638-05:00,Gcm notification Exception
2019-04-25 05:43:57.261181-05:00,DB Error
2019-04-25 05:43:57.325256-05:00,APIs Error Request
2019-04-25 05:43:57.670875-05:00,Gcm notification Exception
2019-04-25 05:43:58.104232-05:00,DB Error
2019-04-25 05:43:58.388123-05:00,Gcm notification Exception
2019-04-25 05:43:58.947409-05:00,DB Error
2019-04-25 05:43:59.105381-05:00,Gcm notification Exception
2019-04-25 05:43:59.572274-05:00,APIs Error Request
2019-04-25 05:43:59.790461-05:00,DB Error
2019-04-25 05:43:59.822650-05:00,Gcm notification Exception
2019-04-25 05:44:00.539930-05:00,Gcm notification Exception
2019-04-25 05:44:00.633637-05:00,DB Error
2019-04-25 05:44:01.257220-05:00,Gcm notification Exception
2019-04-25 05:44:01.476689-05:00,DB Error
2019-04-25 05:44:01.819383-05:00,APIs Error Request
2019-04-25 05:44:01.974521-05:00,Gcm notification Exception
2019-04-25 05:44:02.319865-05:00,DB Error
2019-04-25 05:44:02.691832-05:00,Gcm notification Exception
2019-04-25 05:44:03.162918-05:00,DB Error
2019-04-25 05:44:03.409154-05:00,Gcm notification Exception
2019-04-25 05:44:04.006093-05:00,DB Error
2019-04-25 05:44:04.066583-05:00,APIs Error Request
2019-04-25 05:44:04.126487-05:00,Gcm notification Exception
2019-04-25 05:44:04.843830-05:00,Gcm notification Exception
2019-04-25 05:44:04.849146-05:00,DB Error
2019-04-25 05:44:05.561184-05:00,Gcm notification Exception
2019-04-25 05:44:05.692321-05:00,DB Error
2019-04-25 05:44:06.278549-05:00,Gcm notification Exception
2019-04-25 05:44:06.313875-05:00,APIs Error Request
2019-04-25 05:44:06.535375-05:00,DB Error
2019-04-25 05:44:06.995924-05:00,Gcm notification Exception
2019-04-25 05:44:07.378548-05:00,DB Error
2019-04-25 05:44:07.713310-05:00,Gcm notification Exception
2019-04-25 05:44:08.221604-05:00,DB Error
2019-04-25 05:44:08.430706-05:00,Gcm notification Exception
2019-04-25 05:44:08.561258-05:00,APIs Error Request
2019-04-25 05:44:09.064776-05:00,DB Error
2019-04-25 05:44:09.148114-05:00,Gcm notification Exception
2019-04-25 05:44:09.865531-05:00,Gcm notification Exception
2019-04-25 05:44:09.907832-05:00,DB Error
2019-04-25 05:44:10.582960-05:00,Gcm notification Exception
2019-04-25 05:44:10.751004-05:00,DB Error
2019-04-25 05:44:10.808733-05:00,APIs Error Request
2019-04-25 05:44:11.300399-05:00,Gcm notification Exception
2019-04-25 05:44:11.594061-05:00,DB Error
2019-04-25 05:44:12.017848-05:00,Gcm notification Exception
2019-04-25 05:44:12.437232-05:00,DB Error
2019-04-25 05:44:12.735309-05:00,Gcm notification Exception
2019-04-25 05:44:13.056299-05:00,APIs Error Request
2019-04-25 05:44:13.280289-05:00,DB Error
2019-04-25 05:44:13.452779-05:00,Gcm notification Exception
2019-04-25 05:44:14.123460-05:00,DB Error
2019-04-25 05:44:14.170261-05:00,Gcm notification Exception
2019-04-25 05:44:14.887753-05:00,Gcm notification Exception
2019-04-25 05:44:14.966518-05:00,DB Error
2019-04-25 05:44:15.303957-05:00,APIs Error Request
2019-04-25 05:44:15.605256-05:00,Gcm notification Exception
2019-04-25 05:44:15.809688-05:00,DB Error
2019-04-25 05:44:16.322769-05:00,Gcm notification Exception
2019-04-25 05:44:16.652746-05:00,DB Error
2019-04-25 05:44:17.040293-05:00,Gcm notification Exception
2019-04-25 05:44:17.495916-05:00,DB Error
2019-04-25 05:44:17.551706-05:00,APIs Error Request
2019-04-25 05:44:17.757828-05:00,Gcm notification Exception
2019-04-25 05:44:18.338975-05:00,DB Error
2019-04-25 05:44:18.475373-05:00,Gcm notification Exception
2019-04-25 05:44:19.182144-05:00,DB Error
2019-04-25 05:44:19.192929-05:00,Gcm notification Exception
2019-04-25 05:44:19.799546-05:00,APIs Error Request
2019-04-25 05:44:19.910495-05:00,Gcm notification Exception
2019-04-25 05:44:20.025203-05:00,DB Error
2019-04-25 05:44:20.628073-05:00,Gcm notification Exception
2019-04-25 05:44:20.868372-05:00,DB Error
2019-04-25 05:44:21.345660-05:00,Gcm notification Exception
2019-04-25 05:44:21.711432-05:00,DB Error
2019-04-25 05:44:22.047477-05:00,APIs Error Request
2019-04-25 05:44:22.063259-05:00,Gcm notification Exception
2019-04-25 05:44:22.554599-05:00,DB Error
2019-04-25 05:44:22.780868-05:00,Gcm notification Exception
2019-04-25 05:44:23.397661-05:00,DB Error
2019-04-25 05:44:23.498487-05:00,Gcm notification Exception
2019-04-25 05:44:24.216118-05:00,Gcm notification Exception
2019-04-25 05:44:24.240827-05:00,DB Error
2019-04-25 05:44:24.295501-05:00,APIs Error Request
2019-04-25 05:44:24.933759-05:00,Gcm notification Exception
2019-04-25 05:44:25.083889-05:00,DB Error
2019-04-25 05:44:25.651410-05:00,Gcm notification Exception
2019-04-25 05:44:25.927055-05:00,DB Error
2019-04-25 05:44:26.369072-05:00,Gcm notification Exception
2019-04-25 05:44:26.543615-05:00,APIs Error Request
2019-04-25 05:44:26.770118-05:00,DB Error
2019-04-25 05:44:27.086745-05:00,Gcm notification Exception
2019-04-25 05:44:27.613283-05:00,DB Error
2019-04-25 05:44:27.804429-05:00,Gcm notification Exception
2019-04-25 05:44:28.456346-05:00,DB Error
2019-04-25 05:44:28.522123-05:00,Gcm notification Exception
2019-04-25 05:44:28.791821-05:00,APIs Error Request
2019-04-25 05:44:29.239827-05:00,Gcm notification Exception
2019-04-25 05:44:29.299511-05:00,DB Error
2019-04-25 05:44:29.957543-05:00,Gcm notification Exception
2019-04-25 05:44:30.142575-05:00,DB Error
2019-04-25 05:44:30.675268-05:00,Gcm notification Exception
2019-04-25 05:44:30.985739-05:00,DB Error
2019-04-25 05:44:31.040118-05:00,APIs Error Request
2019-04-25 05:44:31.393005-05:00,Gcm notification Exception
2019-04-25 05:44:31.828803-05:00,DB Error
2019-04-25 05:44:32.110752-05:00,Gcm notification Exception
2019-04-25 05:44:32.671967-05:00,DB Error
2019-04-25 05:44:32.828510-05:00,Gcm notification Exception
2019-04-25 05:44:33.288507-05:00,APIs Error Request
2019-04-25 05:44:33.515032-05:00,DB Error
2019-04-25 05:44:33.546278-05:00,Gcm notification Exception
2019-04-25 05:44:34.264057-05:00,Gcm notification Exception
2019-04-25 05:44:34.358195-05:00,DB Error
2019-04-25 05:44:34.981847-05:00,Gcm notification Exception
2019-04-25 05:44:35.201260-05:00,DB Error
2019-04-25 05:44:35.536987-05:00,APIs Error Request
2019-04-25 05:44:35.699647-05:00,Gcm notification Exception
2019-04-25 05:44:36.044423-05:00,DB Error
2019-04-25 05:44:36.417458-05:00,Gcm notification Exception
2019-04-25 05:44:36.887489-05:00,DB Error
2019-04-25 05:44:37.135280-05:00,Gcm notification Exception
2019-04-25 05:44:37.730651-05:00,DB Error
2019-04-25 05:44:37.785558-05:00,APIs Error Request
2019-04-25 05:44:37.853112-05:00,Gcm notification Exception
2019-04-25 05:44:38.570955-05:00,Gcm notification Exception
2019-04-25 05:44:38.573717-05:00,DB Error
2019-04-25 05:44:39.288808-05:00,Gcm notification Exception
2019-04-25 05:44:39.416879-05:00,DB Error
2019-04-25 05:44:40.006673-05:00,Gcm notification Exception
2019-04-25 05:44:40.034221-05:00,APIs Error Request
2019-04-25 05:44:40.259946-05:00,DB Error
2019-04-25 05:44:40.724547-05:00,Gcm notification Exception
2019-04-25 05:44:41.103107-05:00,DB Error
2019-04-25 05:44:41.442433-05:00,Gcm notification Exception
2019-04-25 05:44:41.946174-05:00,DB Error
2019-04-25 05:44:42.160328-05:00,Gcm notification Exception
2019-04-25 05:44:42.282976-05:00,APIs Error Request
2019-04-25 05:44:42.789335-05:00,DB Error
2019-04-25 05:44:42.878235-05:00,Gcm notification Exception
2019-04-25 05:44:43.596152-05:00,Gcm notification Exception
2019-04-25 05:44:43.632403-05:00,DB Error
2019-04-25 05:44:44.314080-05:00,Gcm notification Exception
2019-04-25 05:44:44.475562-05:00,DB Error
2019-04-25 05:44:44.531821-05:00,APIs Error Request
2019-04-25 05:44:45.032019-05:00,Gcm notification Exception
2019-04-25 05:44:45.318631-05:00,DB Error
2019-04-25 05:44:45.749968-05:00,Gcm notification Exception
2019-04-25 05:44:46.161790-05:00,DB Error
2019-04-25 05:44:46.467927-05:00,Gcm notification Exception
2019-04-25 05:44:46.780758-05:00,APIs Error Request
2019-04-25 05:44:47.004860-05:00,DB Error
2019-04-25 05:44:47.185898-05:00,Gcm notification Exception
2019-04-25 05:44:47.848018-05:00,DB Error
2019-04-25 05:44:47.903879-05:00,Gcm notification Exception
2019-04-25 05:44:48.621870-05:00,Gcm notification Exception
2019-04-25 05:44:48.691088-05:00,DB Error
2019-04-25 05:44:49.029787-05:00,APIs Error Request
2019-04-25 05:44:49.339872-05:00,Gcm notification Exception
2019-04-25 05:44:49.534246-05:00,DB Error
2019-04-25 05:44:50.057885-05:00,Gcm notification Exception
2019-04-25 05:44:50.377317-05:00,DB Error
2019-04-25 05:44:50.775909-05:00,Gcm notification Exception
2019-04-25 05:44:51.220474-05:00,DB Error
2019-04-25 05:44:51.278907-05:00,APIs Error Request
2019-04-25 05:44:51.493943-05:00,Gcm notification Exception
2019-04-25 05:44:52.063545-05:00,DB Error
2019-04-25 05:44:52.211988-05:00,Gcm notification Exception
2019-04-25 05:44:52.906702-05:00,DB Error
2019-04-25 05:44:52.930043-05:00,Gcm notification Exception
2019-04-25 05:44:53.528118-05:00,APIs Error Request
2019-04-25 05:44:53.648109-05:00,Gcm notification Exception
2019-04-25 05:44:53.749774-05:00,DB Error
2019-04-25 05:44:54.366186-05:00,Gcm notification Exception
2019-04-25 05:44:54.592930-05:00,DB Error
2019-04-25 05:44:55.084273-05:00,Gcm notification Exception
2019-04-25 05:44:55.436002-05:00,DB Error
2019-04-25 05:44:55.777421-05:00,APIs Error Request
2019-04-25 05:44:55.802371-05:00,Gcm notification Exception
2019-04-25 05:44:56.279158-05:00,DB Error
2019-04-25 05:44:56.520479-05:00,Gcm notification Exception
2019-04-25 05:44:57.122230-05:00,DB Error
2019-04-25 05:44:57.238598-05:00,Gcm notification Exception
2019-04-25 05:44:57.956728-05:00,Gcm notification Exception
2019-04-25 05:44:57.965386-05:00,DB Error
2019-04-25 05:44:58.026815-05:00,APIs Error Request
2019-04-25 05:44:58.674868-05:00,Gcm notification Exception
2019-04-25 05:44:58.808459-05:00,DB Error
2019-04-25 05:44:59.393019-05:00,Gcm notification Exception
2019-04-25 05:44:59.651614-05:00,DB Error
2019-04-25 05:45:00.111181-05:00,Gcm notification Exception
2019-04-25 05:45:00.276300-05:00,APIs Error Request
2019-04-25 05:45:00.494687-05:00,DB Error
2019-04-25 05:45:00.829353-05:00,Gcm notification Exception
2019-04-25 05:45:01.337842-05:00,DB Error
2019-04-25 05:45:01.547536-05:00,Gcm notification Exception
2019-04-25 05:45:02.180916-05:00,DB Error
2019-04-25 05:45:02.265730-05:00,Gcm notification Exception
2019-04-25 05:45:02.525877-05:00,APIs Error Request
2019-04-25 05:45:02.983934-05:00,Gcm notification Exception
2019-04-25 05:45:03.024070-05:00,DB Error
2019-04-25 05:45:03.702149-05:00,Gcm notification Exception
2019-04-25 05:45:03.867144-05:00,DB Error
2019-04-25 05:45:04.420374-05:00,Gcm notification Exception
2019-04-25 05:45:04.710298-05:00,DB Error
2019-04-25 05:45:04.775546-05:00,APIs Error Request
2019-04-25 05:45:05.138610-05:00,Gcm notification Exception
2019-04-25 05:45:05.553373-05:00,DB Error
2019-04-25 05:45:05.856857-05:00,Gcm notification Exception
2019-04-25 05:45:06.396526-05:00,DB Error
2019-04-25 05:45:06.575114-05:00,Gcm notification Exception
2019-04-25 05:45:07.025305-05:00,APIs Error Request
2019-04-25 05:45:07.239601-05:00,DB Error
2019-04-25 05:45:07.293382-05:00,Gcm notification Exception
2019-04-25 05:45:08.011660-05:00,Gcm notification Exception
2019-04-25 05:45:08.082754-05:00,DB Error
2019-04-25 05:45:08.729949-05:00,Gcm notification Exception
2019-04-25 05:45:08.925830-05:00,DB Error
2019-04-25 05:45:09.275157-05:00,APIs Error Request
2019-04-25 05:45:09.448249-05:00,Gcm notification Exception
2019-04-25 05:45:09.768982-05:00,DB Error
2019-04-25 05:45:10.166560-05:00,Gcm notification Exception
2019-04-25 05:45:10.612058-05:00,DB Error
2019-04-25 05:45:10.884881-05:00,Gcm notification Exception
2019-04-25 05:45:11.455210-05:00,DB Error
2019-04-25 05:45:11.525099-05:00,APIs Error Request
2019-04-25 05:45:11.603212-05:00,Gcm notification Exception
2019-04-25 05:45:12.298287-05:00,DB Error
2019-04-25 05:45:12.321555-05:00,Gcm notification Exception
2019-04-25 05:45:13.039908-05:00,Gcm notification Exception
2019-04-25 05:45:13.141438-05:00,DB Error
2019-04-25 05:45:13.758271-05:00,Gcm notification Exception
2019-04-25 05:45:13.775133-05:00,APIs Error Request
2019-04-25 05:45:13.984515-05:00,DB Error
2019-04-25 05:45:14.476645-05:00,Gcm notification Exception
2019-04-25 05:45:14.827666-05:00,DB Error
2019-04-25 05:45:15.195030-05:00,Gcm notification Exception
2019-04-25 05:45:15.670743-05:00,DB Error
2019-04-25 05:45:15.913425-05:00,Gcm notification Exception
2019-04-25 05:45:16.025258-05:00,APIs Error Request
2019-04-25 05:45:16.513894-05:00,DB Error
2019-04-25 05:45:16.631831-05:00,Gcm notification Exception
2019-04-25 05:45:17.350248-05:00,Gcm notification Exception
2019-04-25 05:45:17.356972-05:00,DB Error
2019-04-25 05:45:18.068675-05:00,Gcm notification Exception
2019-04-25 05:45:18.200122-05:00,DB Error
2019-04-25 05:45:18.275475-05:00,APIs Error Request
2019-04-25 05:45:18.787113-05:00,Gcm notification Exception
2019-04-25 05:45:19.043200-05:00,DB Error
2019-04-25 05:45:19.505562-05:00,Gcm notification Exception
2019-04-25 05:45:19.886350-05:00,DB Error
2019-04-25 05:45:20.224021-05:00,Gcm notification Exception
2019-04-25 05:45:20.525783-05:00,APIs Error Request
2019-04-25 05:45:20.729429-05:00,DB Error
2019-04-25 05:45:20.942491-05:00,Gcm notification Exception
2019-04-25 05:45:21.572578-05:00,DB Error
2019-04-25 05:45:21.660971-05:00,Gcm notification Exception
2019-04-25 05:45:22.379462-05:00,Gcm notification Exception
2019-04-25 05:45:22.415657-05:00,DB Error
2019-04-25 05:45:22.776183-05:00,APIs Error Request
2019-04-25 05:45:23.097964-05:00,Gcm notification Exception
2019-04-25 05:45:23.258806-05:00,DB Error
2019-04-25 05:45:23.816476-05:00,Gcm notification Exception
2019-04-25 05:45:24.101886-05:00,DB Error
2019-04-25 05:45:24.534999-05:00,Gcm notification Exception
2019-04-25 05:45:24.945034-05:00,DB Error
2019-04-25 05:45:25.026674-05:00,APIs Error Request
2019-04-25 05:45:25.253533-05:00,Gcm notification Exception
2019-04-25 05:45:25.788114-05:00,DB Error
2019-04-25 05:45:25.972077-05:00,Gcm notification Exception
2019-04-25 05:45:26.631262-05:00,DB Error
2019-04-25 05:45:26.690632-05:00,Gcm notification Exception
2019-04-25 05:45:27.277256-05:00,APIs Error Request
2019-04-25 05:45:27.409197-05:00,Gcm notification Exception
2019-04-25 05:45:27.474342-05:00,DB Error
2019-04-25 05:45:28.127773-05:00,Gcm notification Exception
2019-04-25 05:45:28.317490-05:00,DB Error
2019-04-25 05:45:28.846360-05:00,Gcm notification Exception
2019-04-25 05:45:29.160571-05:00,DB Error
2019-04-25 05:45:29.527930-05:00,APIs Error Request
2019-04-25 05:45:29.564957-05:00,Gcm notification Exception
2019-04-25 05:45:30.003718-05:00,DB Error
2019-04-25 05:45:30.283565-05:00,Gcm notification Exception
2019-04-25 05:45:30.846799-05:00,DB Error
2019-04-25 05:45:31.002184-05:00,Gcm notification Exception
2019-04-25 05:45:31.689946-05:00,DB Error
2019-04-25 05:45:31.720813-05:00,Gcm notification Exception
2019-04-25 05:45:31.778695-05:00,APIs Error Request
2019-04-25 05:45:32.439453-05:00,Gcm notification Exception
2019-04-25 05:45:32.533028-05:00,DB Error
2019-04-25 05:45:33.158104-05:00,Gcm notification Exception
2019-04-25 05:45:33.376174-05:00,DB Error
2019-04-25 05:45:33.876765-05:00,Gcm notification Exception
2019-04-25 05:45:34.029551-05:00,APIs Error Request
2019-04-25 05:45:34.219256-05:00,DB Error
2019-04-25 05:45:34.595436-05:00,Gcm notification Exception
2019-04-25 05:45:35.062402-05:00,DB Error
2019-04-25 05:45:35.314119-05:00,Gcm notification Exception
2019-04-25 05:45:35.905485-05:00,DB Error
2019-04-25 05:45:36.032812-05:00,Gcm notification Exception
2019-04-25 05:45:36.280499-05:00,APIs Error Request
2019-04-25 05:45:36.748630-05:00,DB Error
2019-04-25 05:45:36.751515-05:00,Gcm notification Exception
2019-04-25 05:45:37.470229-05:00,Gcm notification Exception
